[2022-11-25 21:02:29] [WARNING]: 虚拟设备信息不存在, 将自动生成随机设备. 
[2022-11-25 21:02:34] [WARNING]: 登录失败: 密码错误或账号被冻结 
[2022-11-25 21:03:02] [WARNING]: 登录失败: 密码错误或账号被冻结 
[2022-11-25 21:03:38] [WARNING]: 登录失败: 密码错误或账号被冻结 
[2022-11-25 21:03:53] [WARNING]: 账号密码未配置, 将使用二维码登录. 
[2022-11-25 21:03:53] [WARNING]: 将在 5秒 后继续. 
[2022-11-25 21:04:47] [WARNING]: Protocol -> device lock is disable. http api may fail. 
[2022-11-25 21:04:48] [WARNING]: lambda 初始化失败: Post "http:///runtime/init/ready": http: no Host in request URL 
[2022-11-25 22:03:08] [WARNING]: 连接到反向WebSocket Universal服务器 ws://127.0.0.1:8001 时出现错误: dial tcp 127.0.0.1:8001: connectex: No connection could be made because the target machine actively refused it. 
[2022-11-25 22:03:13] [WARNING]: 连接到反向WebSocket Universal服务器 ws://127.0.0.1:8001 时出现错误: dial tcp 127.0.0.1:8001: connectex: No connection could be made because the target machine actively refused it. 
[2022-11-25 22:05:00] [WARNING]: 监听反向WS Universal时出现错误: read tcp 127.0.0.1:64928->127.0.0.1:8001: wsarecv: An existing connection was forcibly closed by the remote host. 
[2022-11-25 22:05:03] [WARNING]: 向反向WS Universal服务器推送 Event 时出现错误: write tcp 127.0.0.1:64928->127.0.0.1:8001: wsasend: An existing connection was forcibly closed by the remote host. 
[2022-11-25 22:05:51] [WARNING]: 监听反向WS Universal时出现错误: read tcp 127.0.0.1:54397->127.0.0.1:8001: wsarecv: An existing connection was forcibly closed by the remote host. 
[2022-11-25 22:05:53] [WARNING]: 向反向WS Universal服务器推送 Event 时出现错误: write tcp 127.0.0.1:54397->127.0.0.1:8001: wsasend: An existing connection was forcibly closed by the remote host. 
[2022-11-25 22:06:10] [WARNING]: 监听反向WS Universal时出现错误: read tcp 127.0.0.1:54553->127.0.0.1:8001: wsarecv: An existing connection was forcibly closed by the remote host. 
[2022-11-25 22:06:13] [WARNING]: 向反向WS Universal服务器推送 Event 时出现错误: write tcp 127.0.0.1:54553->127.0.0.1:8001: wsasend: An existing connection was forcibly closed by the remote host. 
[2022-11-25 22:06:31] [WARNING]: 监听反向WS Universal时出现错误: read tcp 127.0.0.1:54637->127.0.0.1:8001: wsarecv: An existing connection was forcibly closed by the remote host. 
[2022-11-25 22:06:33] [WARNING]: 向反向WS Universal服务器推送 Event 时出现错误: write tcp 127.0.0.1:54637->127.0.0.1:8001: wsasend: An existing connection was forcibly closed by the remote host. 
[2022-11-25 22:06:43] [WARNING]: 监听反向WS Universal时出现错误: read tcp 127.0.0.1:54655->127.0.0.1:8001: wsarecv: An existing connection was forcibly closed by the remote host. 
[2022-11-25 22:06:48] [WARNING]: 向反向WS Universal服务器推送 Event 时出现错误: write tcp 127.0.0.1:54655->127.0.0.1:8001: use of closed network connection 
[2022-11-25 22:06:53] [WARNING]: 连接到反向WebSocket Universal服务器 ws://127.0.0.1:8001 时出现错误: dial tcp 127.0.0.1:8001: connectex: No connection could be made because the target machine actively refused it. 
[2022-11-25 22:06:58] [WARNING]: 连接到反向WebSocket Universal服务器 ws://127.0.0.1:8001 时出现错误: dial tcp 127.0.0.1:8001: connectex: No connection could be made because the target machine actively refused it. 
[2022-11-25 22:07:03] [WARNING]: 连接到反向WebSocket Universal服务器 ws://127.0.0.1:8001 时出现错误: dial tcp 127.0.0.1:8001: connectex: No connection could be made because the target machine actively refused it. 
[2022-11-25 22:07:08] [WARNING]: 连接到反向WebSocket Universal服务器 ws://127.0.0.1:8001 时出现错误: dial tcp 127.0.0.1:8001: connectex: No connection could be made because the target machine actively refused it. 
[2022-11-25 22:07:21] [WARNING]: 监听反向WS Universal时出现错误: read tcp 127.0.0.1:54789->127.0.0.1:8001: wsarecv: An existing connection was forcibly closed by the remote host. 
[2022-11-25 22:07:23] [WARNING]: 向反向WS Universal服务器推送 Event 时出现错误: write tcp 127.0.0.1:54789->127.0.0.1:8001: wsasend: An existing connection was forcibly closed by the remote host. 
[2022-11-25 22:07:28] [WARNING]: 连接到反向WebSocket Universal服务器 ws://127.0.0.1:8001 时出现错误: dial tcp 127.0.0.1:8001: connectex: No connection could be made because the target machine actively refused it. 
[2022-11-25 22:07:33] [WARNING]: 连接到反向WebSocket Universal服务器 ws://127.0.0.1:8001 时出现错误: dial tcp 127.0.0.1:8001: connectex: No connection could be made because the target machine actively refused it. 
[2022-11-25 22:07:38] [WARNING]: 连接到反向WebSocket Universal服务器 ws://127.0.0.1:8001 时出现错误: dial tcp 127.0.0.1:8001: connectex: No connection could be made because the target machine actively refused it. 
[2022-11-25 22:07:43] [WARNING]: 连接到反向WebSocket Universal服务器 ws://127.0.0.1:8001 时出现错误: dial tcp 127.0.0.1:8001: connectex: No connection could be made because the target machine actively refused it. 
[2022-11-25 22:07:48] [WARNING]: 连接到反向WebSocket Universal服务器 ws://127.0.0.1:8001 时出现错误: dial tcp 127.0.0.1:8001: connectex: No connection could be made because the target machine actively refused it. 
[2022-11-25 22:07:53] [WARNING]: 连接到反向WebSocket Universal服务器 ws://127.0.0.1:8001 时出现错误: dial tcp 127.0.0.1:8001: connectex: No connection could be made because the target machine actively refused it. 
[2022-11-25 22:24:05] [WARNING]: 账号密码未配置, 将使用二维码登录. 
[2022-11-25 22:24:05] [WARNING]: 将在 5秒 后继续. 
[2022-11-25 22:24:30] [WARNING]: 登录失败: 密码错误或账号被冻结 
[2022-11-25 22:25:28] [WARNING]: 账号密码未配置, 将使用二维码登录. 
[2022-11-25 22:25:28] [WARNING]: 将在 5秒 后继续. 
[2022-11-25 22:25:50] [WARNING]: Protocol -> device lock is disable. http api may fail. 
[2022-11-25 22:40:12] [WARNING]: 监听反向WS Universal时出现错误: read tcp 127.0.0.1:58770->127.0.0.1:8001: wsarecv: An existing connection was forcibly closed by the remote host. 
[2022-11-25 22:40:16] [WARNING]: 向反向WS Universal服务器推送 Event 时出现错误: write tcp 127.0.0.1:58770->127.0.0.1:8001: use of closed network connection 
[2022-11-25 23:41:12] [WARNING]: 监听反向WS Universal时出现错误: read tcp 127.0.0.1:61839->127.0.0.1:8001: wsarecv: An existing connection was forcibly closed by the remote host. 
[2022-11-25 23:41:16] [WARNING]: 向反向WS Universal服务器推送 Event 时出现错误: write tcp 127.0.0.1:61839->127.0.0.1:8001: use of closed network connection 
